ID,Solubility,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT
A-5814,-8.377105088,595.724,9.1211,179.987,44,5,3,7,8,216,5,0,1,6,90.79,256.7634174,1.345130198,1891.847469
A-5817,-8.26504866,423.425,0.4816,120.5388,31,9,2,9,7,160,4,0,0,4,143.71,174.6381416,1.947559945,1423.688926
A-5819,-8.526560129,739.576,7.4968,194.498,52,12,0,16,11,262,4,0,2,6,167.38,306.5941802,1.19375261,2007.576758
A-5820,-6.575187845,78.96,-0.3808,5.754,1,0,0,1,0,6,0,0,0,0,0,17.96409803,0,0
A-5823,-9.052340862,2256.165,27.92352,592.7982,153,30,6,45,39,792,12,0,0,12,480.72,923.5377906,2.34E-07,7305.156879
A-5829,-7.306378354,390.783,3.9368,98.7151,27,7,1,10,7,140,2,0,0,2,123.26,158.7026793,2.27879136,915.9468195
A-5835,-7.692243372,930.476,11.1798,225.8008,62,8,4,20,8,314,5,0,2,7,141.12,365.4309484,1.105171991,2682.445856
A-5836,-7.179920249,272.391,5.17662,89.675,21,0,0,0,4,104,3,0,0,3,0,126.6404179,1.921525978,696.6178576
A-5839,-7.330901471,381.348,2.2344,99.9354,28,6,4,10,6,142,3,0,0,3,156.84,156.860643,1.8278573,1160.382753
A-5841,-7.634485568,732.714,4.8436,196.9422,54,12,6,18,15,274,6,0,0,6,257.54,303.6625559,1.055766426,2372.150186
A-5842,-7.461800322,492.322,4.584,133.5968,34,5,4,10,4,168,4,0,1,5,119.21,201.8416225,1.477392263,1599.703954
A-5843,-5.451460763,479.891,2.4515,105.8803,30,9,1,14,7,152,2,0,0,2,171.23,204.968596,4.50E-06,1124.326672
A-5851,-4.843574339,10.812,-0.3808,5.754,1,0,0,1,0,3,0,0,0,0,0,9.690588115,0,0
A-5853,-7.509558903,501.061,5.7509,109.051,27,4,0,10,8,154,0,1,2,2,52.6,188.2467915,2.470611945,599.3348877
A-5854,-7.255740326,270.291,3.8584,82.4035,21,3,0,3,0,98,4,0,1,5,34.89,120.0112393,2.06595564,1054.141217
A-5863,-7.419805396,381.218,4.9828,107.7274,26,2,2,6,0,126,5,0,0,5,65.72,155.5269339,1.998695922,1384.369162
A-5864,-7.455526833,405.336,3.555,97.9781,29,5,3,11,5,150,3,0,0,3,119.54,160.4014934,1.837547265,1163.248354
A-5865,-7.814241029,925.826,8.55348,256.7098,66,12,4,16,14,334,5,0,2,7,193.72,389.3008751,1.094077782,2974.445629
A-5866,-7.473779877,416.781,3.0978,104.6405,29,7,3,12,6,148,3,0,0,3,162.68,166.496187,1.841294983,1214.489011
A-5868,-6.350206051,310.434,4.3458,88.482,22,4,0,4,13,126,0,0,0,0,52.6,134.1141956,3.209075156,335.2834457
A-5872,-6.457321758,381.218,4.9828,107.7274,26,2,2,6,0,126,5,0,0,5,65.72,155.5269339,2.042772422,1384.369162
A-5875,-7.417968366,340.339,3.58322,91.8901,25,6,1,8,6,128,2,0,0,2,114.03,143.2858678,2.245294032,833.7964208
A-5883,-6.44975236,342.52,6.2692,97.404,24,4,0,4,16,142,0,0,0,0,52.6,148.1525812,3.341157474,272.0139739
A-5884,-7.56321449,460.877,4.97762,127.5008,33,6,2,9,5,164,3,0,1,4,113.7,193.2842791,1.707088182,1364.075129
A-5885,-7.62669423,529.181,4.8085,140.2154,37,5,2,8,4,182,6,0,0,6,119.49,220.336665,2.80E-06,1768.226291
A-5887,-7.079904468,144.24,0,0,1,0,0,1,0,4,0,0,0,0,0,40.39798498,0,0
A-5894,-7.050931183,1259.358,8.78124,335.2476,89,18,6,25,16,444,8,0,2,10,332.18,539.8844524,2.28E-07,4227.514511
A-5895,-7.581973548,454.486,3.6052,130.7863,34,6,3,8,7,170,3,0,1,4,122.88,195.6728794,1.633435697,1326.637101
A-5896,-7.55796778,426.432,4.32422,122.4908,32,6,2,8,5,158,3,0,1,4,113.7,182.9810128,1.69111311,1296.36118
A-5898,-7.525540341,382.336,2.4444,99.6305,28,7,3,11,6,142,3,0,0,3,162.68,156.1929208,1.759406693,1144.8044
A-5899,-7.869298263,828.927,9.7956,220.8068,55,8,4,15,8,272,5,0,2,7,141.12,338.011118,1.084691611,2601.016336
A-5901,-7.484220298,338.488,5.126,97.716,24,4,0,4,15,138,0,0,0,0,52.6,146.8440798,3.178662752,360.4430291
A-5909,-6.672808806,499.487,2.8874,135.8892,37,7,5,12,8,186,4,0,0,4,191.73,208.5397206,1.404049383,1584.48014
A-5918,-7.830582617,717.61,8.8178,192.3494,50,10,2,14,15,258,4,0,0,4,160.24,298.4549825,1.429995101,1776.63209
A-5919,-7.631732206,448.842,6.5022,121.59,22,8,0,10,5,126,0,2,2,2,6.48,166.7176504,1.463579399,321.0354188
A-5920,-7.481773695,312.328,3.676,97.7074,24,2,2,4,0,114,5,0,0,5,65.72,134.9204014,2.048136045,1284.669465
A-5921,-7.971771107,937.068,11.74346,242.6068,62,10,4,19,14,318,5,0,0,5,199.98,379.9824956,1.269532632,2525.099842
A-5922,-7.752070739,565.029,6.33032,161.7936,41,6,3,9,7,204,4,0,1,5,108.89,241.2432113,1.44531449,1731.175032
A-5924,-8.308243053,386.364,3.292,100.2571,28,8,1,10,8,146,2,0,0,2,132.49,159.8779004,2.287375634,928.0418846
A-5925,-8.479083332,572.581,4.5381,164.524,43,7,5,11,7,212,5,0,1,6,157.54,243.846998,1.282718744,2023.167255
A-5928,-8.290038542,331.503,7.1927,110.68,25,1,0,1,4,130,3,0,0,3,3.24,151.8495324,2.210440055,835.3535434
A-5929,-8.464567785,466.324,5.423,127.6714,32,5,2,8,5,160,3,0,1,4,79.79,194.0481148,1.692990446,1284.986
A-5930,-8.667095408,696.926,6.172,195.593,50,8,4,10,12,278,2,0,0,2,151.26,298.2682473,1.737665818,1346.771208
A-5932,-8.755372465,791.384,17.9115,245.556,56,4,0,4,47,334,0,0,0,0,52.6,351.9014335,3.699556945,778.7890103
A-5933,-8.520248661,430.717,8.84026,134.3908,31,2,1,2,12,178,1,0,1,2,29.46,192.7270196,1.738265683,705.4238778
A-5934,-8.505869726,416.69,8.53184,129.6538,30,2,1,2,12,172,1,0,1,2,29.46,186.3620775,1.690952705,663.0932037
A-5937,-8.721196039,663.081,12.5365,200.6318,47,5,1,5,36,276,0,0,0,0,72.83,291.6670401,3.80655768,681.2990463
A-5939,-8.062542962,122.419,-0.1213,0.6865,2,0,0,2,0,16,0,0,0,0,28.5,26.62849747,0,2
A-5940,-8.914844079,657.558,8.63724,179.4854,46,8,2,12,11,234,4,0,0,4,141.78,275.4980078,1.474726145,1739.351062
A-5941,-8.797313427,501.653,5.4442,135.8393,35,8,2,10,13,190,2,0,0,2,136.91,207.1330578,2.252629494,1228.474203
A-5950,-8.40595505,152.794,-0.268,16.135,2,1,0,2,0,12,0,0,0,0,0,30.10817037,2,2
A-5951,-9.227651248,844.542,10.2954,233.3028,58,8,4,14,8,284,6,0,2,8,141.12,350.3895163,1.059929165,2691.345605
A-5953,-9.098315275,514.161,-0.7688,33.603,5,0,0,5,0,28,0,0,0,0,0,91.44355631,0,4.854752972
A-5954,-9.196938503,629.504,8.0204,170.0114,44,8,2,12,11,222,4,0,0,4,141.78,262.7681236,1.46573331,1617.622136
A-5958,-9.135966093,521.064,6.6596,49.686,31,1,0,22,6,188,0,0,0,0,3.24,152.8948651,7.517309657,554.8893688
A-5959,-9.292010366,685.612,9.25408,188.9594,48,8,2,12,11,246,4,0,0,4,141.78,288.227892,1.472333238,1833.305344
A-5961,-9.219529562,371.345,2.3017,94.2952,27,8,2,8,5,140,2,0,1,3,125.15,153.9965874,1.861691786,935.8956765
A-5964,-9.407173725,384.846,4.828,103.478,21,4,0,9,8,128,0,0,0,0,36.92,137.0993597,5.695722147,266.0080736
A-5965,-9.816435105,943.621,10.1369,159.82,31,2,0,10,10,172,2,0,0,2,18.46,250.9404477,2.340000902,785.4338481
A-5970,-9.982761799,192.217,-0.0025,0,1,0,0,1,0,9,0,0,0,0,0,20.84679204,0,0
A-5972,-7.992627599,639.059,12.0586,191.4938,45,5,1,5,35,268,0,0,0,0,72.83,280.3163619,3.393157304,632.1744753
A-5977,-8.193986458,284.484,5.8867,86.875,20,2,0,2,14,120,0,0,0,0,26.3,126.2183343,3.414231202,213.4637619
A-5978,-8.277966587,284.484,5.4544,86.665,20,2,0,2,7,120,0,0,0,0,26.3,126.2183343,3.837929761,280.7737976
A-5979,-8.983050454,480.862,11.4922,151.583,34,2,0,2,29,204,0,0,0,0,26.3,215.3275239,3.136019616,379.2083367
A-5980,-9.024973872,423.676,-0.917,47.22,14,6,0,8,0,82,0,3,3,3,55.38,100.0201231,1.928086086,123.8713939
A-5987,-8.972710916,469.549,-0.933,7.374,15,9,0,15,6,96,0,0,0,0,130.11,121.9798455,-1.44E-07,145.2671532
A-5991,-7.931983782,393.316,6.09884,99.779,24,4,0,6,0,120,2,0,2,4,34.14,157.1526814,1.861015799,913.4986611
A-5992,-7.991102511,323.308,3.0155,90.2911,24,6,1,7,4,120,2,0,1,3,93.83,136.9611375,1.978107644,887.1544351
A-5993,-8.146786217,420.637,7.74904,129.3676,31,2,2,2,4,168,2,2,2,4,40.46,188.2693185,1.729808079,866.194688
A-5994,-5.812990187,130.023,0.1103,10.381,2,0,0,2,0,14,0,0,0,0,0,34.94942031,0,2
A-5995,-7.633199042,464.112,5.963,114.586,26,2,0,4,0,122,4,0,2,6,34.14,163.2103695,2.19258337,1465.129292
A-5996,-6.489140234,302.25,-1.98108,71.1148,22,6,4,10,3,112,1,1,2,3,141.12,122.2157116,1.795529859,825.9078338
A-5997,-7.717157144,500.528,8.79994,138.2324,37,6,2,9,6,186,4,0,0,4,85.46,212.0827324,1.838116089,1485.077961
A-5999,-6.771509907,425.444,3.04972,125.618,32,7,0,7,4,158,6,0,0,6,82.67,180.3273361,1.809737545,1834.25627
A-6001,-8.087170706,794.482,12.5908,214.198,54,6,4,14,8,266,7,0,0,7,148.1,326.8111219,1.015063733,2502.585941
A-6002,-7.94522478,528.903,9.9208,160.745,37,4,0,4,32,224,0,0,0,0,36.92,232.8715796,4.782099996,337.6174846
A-6003,-6.350325564,123.222,-0.2401,1.373,3,2,0,3,0,16,0,0,0,0,34.14,29.29254423,3.265986324,23.77443751
A-6004,-7.009332839,533.339,5.8263,131.5315,34,9,1,13,11,178,2,0,0,2,152.57,202.5988104,2.679815591,1172.829185
A-6005,-6.7197753,262.268,2.8148,75.8164,20,4,2,4,0,96,2,0,2,4,58.2,114.669769,1.845703673,738.129101
A-6006,-6.733128222,270.457,5.6391,82.306,19,2,0,2,13,114,0,0,0,0,26.3,119.8533922,3.083410376,199.4387457
A-6008,-7.926046985,421.713,10.0164,139.5607,31,1,1,1,18,172,2,0,0,2,12.03,192.6073176,1.706123768,630.8159632
A-6010,-7.744015885,277.323,3.57518,81.152,21,3,0,3,4,104,2,0,0,2,50.09,123.656194,2.662526257,640.6631951
A-6011,-8.106483276,638.93,9.5,188.0416,46,6,2,6,13,258,2,0,0,2,93.06,278.8454787,1.712507143,1151.950245
A-6013,-7.100221625,527.759,5.3587,121.9034,32,9,0,12,10,170,2,0,0,2,123.7,196.98857,2.170875664,972.6447209
A-6014,-6.963972007,377.36,4.4818,104.6111,28,8,1,9,6,140,2,0,1,3,118.55,159.4481965,1.725068286,1005.119548
A-6015,-7.051424595,450.282,5.60018,112.8104,30,8,0,11,9,156,2,0,0,2,121.19,182.1768588,2.145379686,966.4046657
A-6017,-7.980671353,382.588,7.24164,119.8386,28,2,2,2,4,154,2,0,0,2,40.46,171.1861544,2.745274547,778.7023669
A-6019,-7.472430972,118.711,-0.3808,5.754,1,0,0,1,0,4,0,0,0,0,0,24.44696061,0,0
A-6020,-6.975819717,340.504,5.0618,97.67,24,4,0,4,14,140,0,0,0,0,52.6,147.5336828,4.039404236,328.6503493
A-6021,-7.115885254,434.84,5.3764,113.2435,30,8,1,12,8,158,2,0,0,2,143.34,176.2053635,2.543865699,1022.366823
A-6022,-7.171667045,475.135,1.0984,108.4643,28,6,2,11,1,146,2,0,0,2,125.19,205.0929969,0,853.6968269
A-6023,-7.169736136,443.463,5.58728,122.8819,33,8,0,9,10,166,3,0,0,3,121.19,190.2624785,1.59809889,1140.227028
A-6025,-8.102753049,405.418,4.55816,111.0091,30,8,1,10,7,152,2,0,0,2,147.78,172.7641651,2.563405993,1057.54966
A-6026,-7.931847578,256.43,5.1065,77.641,18,2,0,2,12,108,0,0,0,0,26.3,113.4884501,3.124961195,187.5359818
A-6027,-8.070164748,352.603,7.6132,109.866,25,2,0,2,18,148,0,0,0,0,26.3,157.3534418,3.198318244,307.214651
A-6029,-6.042384349,302.089,2.7114,30.9238,17,2,0,13,3,104,0,0,0,0,34.14,86.41032682,5.911164433,391.0191854
A-6030,-6.912156137,204.219,3.5556,55.606,15,0,0,2,2,76,2,0,0,2,0,87.18451025,2.146711376,385.5980617
A-6031,-7.69168325,1229.202,16.74882,296.1688,82,12,4,27,18,422,7,0,0,7,218.44,485.3169869,1.022751177,3479.069347
A-6033,-7.332831336,516.467,3.8094,130.1515,37,12,1,15,12,196,2,0,0,2,195.94,209.9120004,2.445182656,1211.117366
A-6035,-7.686491033,971.675,10.9171,169.054,33,2,0,10,10,184,2,0,0,2,18.46,263.6703319,2.354936559,864.9120645
A-6036,-7.341090118,438.652,7.8014,134.3073,32,3,1,3,2,176,2,0,0,2,46.53,194.7618144,2.605739153,965.6486617
A-6037,-7.379569278,479.291,5.4855,115.9335,30,8,1,12,8,158,2,0,0,2,143.34,179.7696449,2.543865699,1022.366823
A-6038,-8.27876503,380.01,5.229,83.755,22,4,0,8,2,114,2,0,0,2,52.6,144.9108764,2.055855408,682.1178506
A-6039,-8.247579278,353.679,7.9376,116.358,25,1,0,1,18,152,0,0,0,0,3.24,160.8927533,4.800478378,220.0272423
A-6040,-8.476148795,598.658,6.4484,186.388,46,6,0,6,6,220,9,0,0,9,78.14,260.5587243,1.28578565,2531.834133
A-6042,-7.214642713,306.538,6.8236,97.2207,22,1,1,2,16,128,1,0,0,1,28.68,138.0642275,1.677861405,305.5169625
A-6043,-7.532414872,579.247,3.5138,139.0823,36,8,2,13,3,184,3,0,0,3,149.91,250.5968689,6.22E-07,1266.329601
A-6044,-7.456475388,480.601,5.7889,136.782,35,6,0,6,14,188,2,0,0,2,71.06,208.0905323,1.808376291,920.9724423
A-6047,-7.547293505,465.444,3.9125,113.7248,32,12,0,14,11,170,2,0,0,2,166.84,185.1110951,2.142720475,1000.8774
A-6049,-7.47281997,362.393,4.90818,101.4424,27,7,0,8,6,136,2,0,0,2,118.68,156.6878387,2.454800498,945.6651134
A-6050,-7.397875398,302.455,3.5839,85.1296,21,4,2,4,15,126,0,0,0,0,66.76,129.4418597,3.158253746,230.8299976
A-6051,-7.487633218,368.82,5.1008,104.058,26,5,0,6,4,132,4,0,0,4,59.48,154.3550109,1.835846469,1158.858468
A-6052,-7.432469538,324.826,2.7351,76.536,21,3,0,4,2,107,3,0,0,3,58.48,132.6145142,1.61E-06,799.6520294
A-6053,-7.325679101,239.198,-0.6184,7.127,3,2,0,3,0,16,0,0,0,0,34.14,29.99495037,3.265986324,23.77443751
A-6054,-6.757182205,588.87,10.4088,171.2685,42,6,0,6,27,240,1,0,0,1,78.9,256.2048685,2.676177217,849.290364
A-6055,-6.441684141,276.493,4.1071,78.675,18,3,0,4,9,110,0,0,0,0,27.69,114.575107,4.629200103,196.5553186
A-6056,-7.678196264,781.7,9.06908,224.7248,56,8,4,12,8,278,5,0,2,7,141.12,332.5610878,1.108029473,2461.591358
A-6057,-7.77786597,599.606,6.5766,171.3264,46,9,2,9,5,218,6,0,2,8,131.01,261.569737,1.221793484,2158.891261
A-6058,-7.528009903,337.295,-1.89512,85.7258,25,5,4,9,1,124,2,1,1,3,143.95,139.5449824,2.508928714,1097.577081
A-6059,-7.582934488,382.767,3.0119,102.7761,27,8,1,10,3,134,3,0,1,4,114.78,156.3069677,1.806477433,1231.056112
A-6062,-7.516530086,328.496,6.0811,102.759,24,2,0,2,6,132,0,0,1,1,26.3,147.2242564,2.665028164,595.4594546
A-6063,-7.534689739,342.523,6.4712,107.376,25,2,0,2,7,138,0,0,1,1,26.3,153.5891986,2.630791535,610.0040482
A-6065,-7.677004362,475.34,2.8596,104.9237,31,8,0,10,4,155,4,0,0,4,145.11,188.1225906,1.81E-06,1474.419238
A-6068,-8.647057001,723.177,14.0879,215.032,51,6,0,6,41,302,0,0,0,0,78.9,316.621906,4.325581733,710.9708706
A-6069,-7.255116256,25.011,-0.4996,6.4405,2,1,0,2,0,8,0,0,0,0,17.07,15.0892314,2,2
A-6070,-6.772570424,272.476,6.4932,89.278,20,0,0,0,7,112,1,1,1,2,0,125.5347616,1.777137035,354.1296297
A-6071,-8.545917916,351.494,5.5013,107.1638,26,4,1,4,5,138,3,0,0,3,50.94,155.4091518,2.292866942,904.710398
A-6072,-8.705297393,507.338,2.7228,124.5282,34,10,4,14,9,178,2,0,0,2,193.82,203.2739886,2.276510746,1185.158614
A-6074,-8.810645103,646.614,6.3494,201.3814,50,6,2,8,0,232,11,0,0,11,134,275.6355019,1.280164668,3543.858079
A-6076,-8.510435082,323.918,-0.8585,8.5,6,0,0,6,0,39,0,0,0,0,114,66.54789223,0,7.509775004
A-6078,-8.249692316,177.702,-1.1861,5.6733,6,0,0,6,0,42,0,0,0,0,117,56.48273202,0,5.509775004
A-6079,-8.405541006,254.414,5.0266,77.617,18,2,0,2,12,106,0,0,0,0,26.3,112.798847,3.074821697,221.1368501
A-6081,-8.52965617,338.576,7.3672,105.319,24,2,0,2,18,142,0,0,0,0,26.3,150.9884997,3.050577238,296.3450401
A-6085,-8.646142991,376.324,3.525,99.4577,28,7,3,8,3,138,3,0,1,4,129.77,157.3839942,1.987465082,1171.058588
A-6086,-8.363189313,196.159,-2.6997,36.07,12,4,1,6,1,60,1,0,0,1,77.43,92.2676725,1.21E-06,342.3157642
A-6087,-8.754650095,480.862,11.4922,151.583,34,2,0,2,29,204,0,0,0,0,26.3,215.3275239,3.136019616,379.2083367
A-6088,-8.848512617,570.77,8.8523,168.2273,42,5,1,5,3,224,3,0,1,4,72.83,250.818029,1.868736623,1513.916675
A-6091,-8.782716219,424.438,2.06088,107.8455,30,8,1,10,5,152,2,0,1,3,128.93,172.5513258,1.855904891,1227.343183
A-6092,-7.255851179,9.012,-0.3808,5.754,1,0,0,1,0,2,0,0,0,0,0,11.33263576,0,0
A-6094,-9.204759418,640.943,9.0112,179.493,45,8,0,8,28,264,0,0,0,0,105.2,274.9774365,6.317484764,676.7338636
A-6095,-8.817272216,196.967,-0.0025,0,1,0,0,1,0,11,0,0,0,0,0,23.00188061,0,0
A-6098,-9.534419587,581.927,13.752,178.4145,40,3,0,4,34,236,0,0,0,0,35.53,252.2381548,3.22099966,500.1613363
A-6100,-9.145911087,172.114,-0.2376,1.373,3,2,0,3,0,16,0,0,0,0,34.14,39.19032095,3.265986324,23.77443751
A-6101,-9.98189604,959.171,11.1039,129.958,23,1,0,11,2,124,2,0,0,2,9.23,216.2775186,2.712767403,690.9545331
A-6105,-10.23471717,858.395,11.8086,256.5891,61,7,3,9,46,356,0,2,2,2,110.85,376.1549788,1.333909189,1005.999017
A-6108,-10.09891356,251.156,4.8312,70.992,16,0,0,2,3,82,2,0,0,2,0,105.824914,2.275124195,397.666487
B-1,-2.4522,133.147,1.3833,32.4494,9,3,0,4,4,54,0,0,0,0,52.37,53.91957894,3.426304481,90.20389705
B-2,-3.2502,201.019,1.9672,41.1943,10,2,1,3,1,52,1,0,0,1,37.3,66.61964869,3.1790298,237.5330614
B-3,-1.6368,283.799,-0.6704,72.596,19,3,0,4,3,106,1,1,1,2,29.54,122.3828436,1.80E-06,405.5943573
B-4,-0.9227,209.245,1.3795,56.1652,15,3,2,4,4,82,1,0,0,1,72.55,88.66530547,2.804372575,325.8647358
B-5,1.0454,90.078,-0.5482,19.3166,6,2,2,3,1,36,0,0,0,0,57.53,35.21912486,3.257586161,57.05865003
B-7,-1.1309,191.013,2.6916,43.4213,11,1,1,4,1,58,1,0,0,1,37.3,73.35863354,3.318913173,276.2420898
B-13,-3.9208,608.688,4.1711,160.6872,44,10,1,11,8,236,3,2,3,6,117.78,256.1734235,1.293564643,1526.481783
B-15,-0.945,176.219,1.3747,52.7219,13,2,3,3,2,68,2,0,0,2,62.04,76.18623675,2.576000355,419.7820091
B-17,-2.4446,225.458,3.345,48.4313,12,1,1,5,1,64,1,0,0,1,37.3,83.66189977,3.325884147,335.6685277
B-18,-2.6003,191.013,2.6916,43.4213,11,1,1,4,1,58,1,0,0,1,37.3,73.35863354,3.196069662,296.4920898
B-22,-2.3698,190.984,-0.1743,35.3834,9,2,2,5,0,48,1,0,0,1,65.72,58.06129089,3.523897719,312.833941
B-24,0,333.293,-1.772,75.9433,23,8,8,10,6,130,1,0,0,1,187.78,130.4243717,4.38E-07,516.1765211
B-25,-3.0077,183.207,0.3506,48.6581,13,4,4,4,3,72,1,0,0,1,72.72,76.4587929,2.835168262,288.1883451
B-26,-2.1504,170.237,1.38499,46.2424,11,2,2,4,2,60,1,0,0,1,48.65,69.48582777,3.088124236,310.5340772
B-28,-1.1141,156.056,1.3958,38.937,8,1,0,3,4,50,0,0,0,0,3.24,60.56538561,2.919612641,43.69332843
B-29,-4.8041,340.463,4.0633,95.423,25,3,0,3,1,134,0,3,4,4,43.37,150.1259226,1.642837115,683.8761265
B-30,-4.2773,416.583,4.8523,112.21,29,5,0,5,1,158,0,4,5,5,60.44,177.1353824,1.557221009,817.6983004
B-31,0.0018,189.224,0.1577,49.004,11,1,0,5,3,62,0,3,3,3,9.03,72.11451461,1.880403839,193.9427948
B-34,0.3597,121.161,-0.6719,29.4642,7,3,3,4,2,42,0,0,0,0,63.32,46.91984847,3.343417059,75.33515885
B-36,-6.5052,320.046,5.929,80.241,18,0,0,4,3,94,2,0,0,2,0,126.4314465,2.467618737,519.5721302
B-40,0.7898,162.236,1.8483,48.842,12,2,0,2,1,64,1,1,1,2,16.13,73.22976419,2.194591658,245.275309
B-42,-2.2481,354.1,-1.2181,65.6593,17,6,3,8,2,94,1,1,1,2,104.55,109.186445,2.335396042,524.8528777
B-44,-5.7769,239.322,4.47642,76.124,18,3,0,3,3,92,2,0,0,2,27.96,107.7899352,2.136611708,541.9201016
B-45,-1.0777,184.147,2.914,41.1565,11,3,0,5,4,68,0,0,0,0,35.53,66.54186866,3.907836095,143.9063854
B-47,1.1006,103.121,-0.1901,25.9242,7,2,2,3,3,42,0,0,0,0,63.32,42.12972392,2.821938937,62.71013448
B-48,-3.8156,196.202,0.6436,45.208,14,4,0,4,0,76,0,3,3,3,52.6,81.55637126,2.210427288,318.0311612
B-50,0.2948,507.182,-1.629,95.4757,31,14,7,21,8,174,2,1,1,3,279.13,171.2183291,1.6894094,1104.784407
B-56,0.8351,146.19,-0.4727,38.5166,10,3,3,4,5,60,0,0,0,0,89.34,60.19949885,3.214876897,105.9209386
B-58,0.7643,172.073,-1.5511,31.0887,10,4,4,7,4,62,0,0,0,0,107.22,57.30922617,3.455281041,128.9546184
B-59,-1.6953,99.158,1.2752,30.09,6,2,0,2,2,32,0,0,0,0,12.36,42.39857707,3.073915509,81.54887502
B-61,1.2211,60.1,-0.5783,17.8744,4,2,1,2,0,26,0,0,0,0,29.26,26.17405353,2.323790008,8.754887502
B-64,0.6353,180.156,-3.3772,37.199,12,6,5,6,5,72,0,0,0,0,118.22,68.69665246,4.07958305,146.9737366
B-65,0.7878,342.297,-5.3956,68.6414,23,11,8,11,5,136,0,2,2,2,189.53,130.4364577,2.177269658,393.2032273
B-66,1.1186,76.095,-0.6405,18.7666,5,2,2,2,1,32,0,0,0,0,40.46,31.05760276,2.539538861,18.85475297
B-68,-4.4192,296.41,3.6126,86.5066,22,2,2,2,0,116,1,2,3,4,40.46,132.1107922,1.721704965,658.1613573
B-69,-1.9885,214.25,-0.7691,53.85,14,3,3,7,2,76,1,0,0,1,124.56,81.4721157,3.181937534,445.0830684
B-71,-5.3669,344.495,4.8401,96.881,25,3,0,3,2,138,0,3,4,4,43.37,151.1266972,1.590853355,620.7618719
B-73,-4.8441,272.388,3.6092,78.7306,20,2,2,2,0,108,1,2,3,4,40.46,120.3816825,1.711199877,538.2198018
B-74,-2.1757,299.761,1.8492,83.0365,21,3,1,5,1,106,2,0,1,3,48.19,126.8548487,2.418329092,815.1608878
B-75,-4.3979,373.953,4.5802,107.577,25,4,0,5,4,132,2,1,2,4,9.72,159.1022492,1.493235645,743.4711668
B-80,0.749,178.235,1.5636,51.4885,13,2,0,3,3,70,1,0,0,1,33.2,78.39711744,2.784506804,267.5130517
B-81,-2.1394,145.161,1.5281,44.5687,11,1,1,2,0,54,2,0,0,2,32.86,63.49423773,2.935350798,430.5108209
B-82,-4.6026,300.343,2.0128,81.2009,21,5,2,7,3,106,3,0,0,3,97.97,121.2599866,1.947357377,892.2508875
B-83,0.2207,300.815,-2.38826,70.3242,19,5,2,7,4,104,2,0,0,2,75.91,122.1097043,1.80E-06,558.657566
B-84,-1.1887,182.219,0.72702,49.7666,13,3,2,3,4,72,1,0,0,1,49.69,77.59318431,2.495389588,260.1017003
B-87,-0.1547,124.23,0.2069,33.7128,6,3,3,3,2,38,0,0,0,0,20.23,48.57350234,2.754184786,27.97416845
B-88,0.5848,260.135,-3.1044,46.8963,16,7,6,10,3,96,0,1,1,1,156.91,90.10023409,2.747846398,275.1727756
B-89,0.9351,116.12,0,28.187,8,3,0,4,1,46,0,1,1,1,41.9,47.36649312,2.216657972,80.10749561
B-97,1.5808,59.068,-0.5084,14.8684,4,1,1,2,0,24,0,0,0,0,43.09,24.60560594,2.803039488,29.01955001
B-98,-3.284,444.44,-0.371,110.1114,32,10,6,10,1,170,1,2,3,4,181.62,182.4292369,2.028258088,1144.584975
B-100,-4.2155,328.481,4.4956,98.283,23,4,0,4,5,122,2,0,1,3,15.71,142.7935836,1.987094269,686.8198723
B-103,-0.8655,319.861,0.8666,90.187,21,3,0,5,2,110,3,0,0,3,19.37,134.79776,1.61E-06,723.9230464
B-106,-1.5235,367.198,-3.3612,33.1901,11,2,2,6,4,62,0,0,0,0,64.35,88.60738098,0,110.65554
B-108,-3.0163,591.742,0.9912,149.5948,42,10,6,10,2,236,0,7,7,7,160.15,247.2358842,1.320892575,1224.283407
B-110,1.0452,100.024,-4.2902,10.982,6,2,0,4,1,30,0,0,0,0,40.13,56.63888402,0,46.81274391
B-112,0.8091,155.197,0.4213,42.213,11,3,0,3,1,62,0,0,1,1,29.54,66.63331264,2.573324204,186.5310796
B-114,-3.3567,193.246,2.5282,55.6147,14,2,1,3,2,76,1,0,0,1,38.33,84.0810432,2.781384662,320.8184996
B-119,-1.0157,668.765,-1.776,163.8752,47,10,6,13,0,252,2,2,8,10,188.52,272.6585973,1.21E-07,1690.396717
B-120,-2.366,232.28,1.2294,58.6328,16,4,2,6,6,94,0,0,0,0,104.64,95.25364611,4.466411108,237.2035844
B-121,-0.9482,399.443,2.8716,109.2347,29,6,1,7,5,154,2,0,1,3,83.09,169.1047201,2.41412798,1001.39492
B-122,0.3901,203.625,-2.48308,43.0611,13,4,2,5,2,72,1,0,0,1,70.42,83.13375867,0,319.6998559
B-126,0.4758,167.164,0.40042,41.9491,12,4,2,4,2,64,1,0,0,1,70.42,69.49586705,3.347557328,309.416437
B-128,-2.5958,197.15,0.6578,46.7731,14,5,1,7,3,74,1,0,0,1,97.74,78.55037724,2.63740095,382.0415557
